UID,X,Y,name_first,name_second,introduction,difficulty,completionTime,length,difficulty_level_1,difficulty_level_1,course_style,duration_nights,duration_up_to_time,distance
479,175.215852,-41.16712089,Remutaka Rail Trail,,"Built in 1878, this rail route between the Hutt Valley and Featherston is now a gently graded 18 km walk, run or mountain bike ride, with opportunities for camping, swimming and fishing.",Easy,3 hr walk from Kaitoke,5345.12,2,1,one_way,0,3,5.35 kilometer
480,167.88232,-46.957926,Southern Circuit Stewart Island/Rakiura,,"Stewart Island/Rakiura's Southern Circuit Track is a remote, challenging tramp and requires good fitness, route-finding skills and backcountry experience.",Advanced,4 - 6 days round trip from Freshwater landing,85782.09,4,1,one_way,5,120,85.79 kilometer
481,173.2393949,-41.5786031,Chalice–Goulter Track,,Follow the Goulter River from Lake Chalice.,Advanced,2-3 days,26050.82,4,1,one_way,2,48,26.06 kilometer
482,169.2441731,-44.23503459,Mount Shrimpton Track,,"A good, steep bush walk to the uplands of the McKerrow Range. Great views of the Makarora Valley below and the alps beyond.",Advanced,5 hr return to bush edge,3609.95,4,1,return,0,5,3.61 kilometer
483,173.4670282,-35.50872067,Six Foot Track,,This is an easy walk to Framptons Hut and on to the Waima Main Range Track.,Advanced,1 hr 30 min one way,3786.09,4,1,one_way,0,1.5,3.79 kilometer
484,174.1100016,-39.29408601,Curtis Falls Track,,Walk to Curtis Falls and enjoy a dip in the shallow pool beneath the falls.,Advanced,2–3 hr return,5170.15,4,1,return,0,3,5.18 kilometer
485,167.3810152,-45.74730919,Mt Burns Tarns Track,,"This enjoyable, short tramping track offers a superb setting and views from Mt Burns, Monowai, Fiordland.",Advanced,45 min return,385.91,4,1,return,0,0.83,385.92 meter
486,171.6810267,-42.87733224,Edwards - Otehake Route,,A  transalpine route that mixes the best of east with the wilds of the west. ,Expert,2 - 3 days ,27235.41,5,1,one_way,2,48,27.24 kilometer
487,169.1271723,-45.08361896,Long Gully Loop Track,,Weave your way through dramatic rock bluffs to the Long Gully Bluffs Conservation Area to get dramatic views of Lake Dunstan and the St Bathans Range - it's a steep but rewarding climb. ,Advanced,3-4 hr,10106.15,4,1,one_way,0,4,10.11 kilometer
488,175.3816537,-37.38269202,Hapuakohe Walkway,,"The Hapuakohe Walkway can be done as a 2-day trek, split by the Kaihere-Ohinewai Road. Smaller sections can be completed within a day. It is suitable for experienced trampers only. ",Advanced,1-2 days,22265.33,4,1,one_way,1,24,22.27 kilometer
489,173.2014298,-42.09420296,Molesworth Station tramping tracks,,There are five tramping tracks accessible from the Acheron Road; from short tracks from the cob buildings at Molesworth and Acheron to longer tracks with panorama views.,Advanced,10 min - 2 hr,10599.11,4,1,one_way,0,2,10.6 kilometer
490,169.2588807,-44.42802282,Sawyer Burn Track,,The Sawyer Burn Track climbs through the forest to the bushline and has superb views of Lake Hāwea and the surrounding mountains.,Advanced,"2 hr return to the bushline, 5 hr return to Sawyer",4044.75,4,1,return,0,5,4.05 kilometer
491,175.2577801,-38.07071064,Kakepuku Track,,"The Kakepuku Track in Kakepuku Historic Reserve climbs up through bush to the summit of Kakepuku, an old volcano. ",Advanced,2 - 3 hr return,3539.2,4,1,return,0,3,3.54 kilometer
492,173.3842936,-35.5659683,Waimamaku Coastal Track,,Discover wide open beaches and rocky headlands on the rugged coastline between the Hokianga Harbour and the majestic Waimamaku River.,Easy,4 hr,9472.04,2,1,one_way,0,4,9.48 kilometer
493,172.78462,-43.71553,Te Ara Pātaka/Summit Walkway,,"Enjoy magnificent views over Banks Peninsula, the Canterbury plains, Southern Alps and Pacific ocean on this track, which is about an hour's drive from Christchurch.","Intermediate,Advanced",2-3 days,27674.3,3,2,one_way,2,48,27.68 kilometer
494,168.6664099,-44.98327853,Oxenbridge Tunnel Track,,A short easy walk to a viewpoint that overlooks the historic Oxenbridge Tunnel river diversion and an old steam engine.,Easy,20 min,587.95,2,1,one_way,0,0.33,587.96 meter
495,172.6976719,-40.83906302,Parapara Peak,,"The track to the summit of Parapara Peak (1249 m) is steep and difficult, and requires fitness and experience.",Expert,5 hr one way,7930.14,5,1,one_way,0,5,7.94 kilometer
496,171.8812823,-41.609507,Charming Creek Walkway,,"Scenery and history combine in this walk along an historic bush tramway, with spectacular vistas up and down the Ngakawau Gorge, alongside an unfolding view of the Mangatini Falls. Located near Westport, it's one of our best short walks.",Easy,2 hr 30 min - 3 hr one way,9261.73,2,1,one_way,0,3,9.27 kilometer
497,175.8579412,-37.53749589,Lindemann Loop Track,,There is a popular lookout through this track with scenic views over the northern Bay of Plenty.,Advanced,5 hr,9743.61,4,1,one_way,0,5,9.75 kilometer
498,175.3923034,-38.9927282,Ohinetonga Track,,Walk through a variety of attractive scenery - with picnic areas and good places to swim as well this track is a good option with children.,Easy,2 hr,4208.46,2,1,one_way,0,2,4.21 kilometer
499,174.1641991,-39.29189434,York Road Loop Track,,Explore the remnants of the old Egmont Branch railway quarry complex while walking through native forest.,Easy,3 hr,5185.44,2,1,one_way,0,3,5.19 kilometer
500,173.7382079,-35.23012298,Waipapa River Track,,The Waipapa River Track is a scenic two-day tramp that follows the Waipapa River through the heart of Puketi Forest. The tramp is only recommended for experienced and well-equipped trampers.,Advanced,2 days,21580.58,4,1,one_way,2,48,21.59 kilometer
501,169.8539428,-43.39808943,Gillespies Beach walking tracks,,"A visit to Gillespies Beach offers a scenic drive, lovely views of the Southern Alps Kā Tiritiri o te Moana, an historic cemetery and coastal walks.  ","Easy,Advanced",Various: 5 min - 3 hr 30 min return,5191.31,2,3,return,0,3.5,5.2 kilometer
502,177.0082228,-39.63990437,Cape Kidnappers Walking Track,,The journey along 'Māui's fish hook' takes you to the world's largest mainland gannet colony and past rugged cliffs. It's one of our best day hikes.,Easy,5 hr return,8800.8,2,1,return,0,5,8.81 kilometer
503,174.8387226,-38.8683871,Waitaanga South Road to Te Rerepahupahu Falls Track,,Follow an historic logging tramline to Te Rerepahupahu Falls. ,Advanced,4 hr 30 min,11099.88,4,1,one_way,0,4.5,11.1 kilometer
504,175.078202,-37.95829,Pirongia summit via Bell & Tahuanui Tracks,,Combine these tracks for an overnight circuit to Pahautea Hut and Mount Pirongia.,Advanced,1 - 2 days,26806.82,4,1,one_way,1,24,26.81 kilometer
505,167.5364505,-45.77598852,Borland Nature Walk,,This easy loop track in Fiordland forest in Monowai is suitable for families.,Easy,40 min return,1532.18,2,1,return,0,0.67,1.54 kilometer
506,171.3274251,-43.31196761,Double Hill access tracks,,These easements tracks provide access to the Rakaia Valley side of Hakatere Conservation Park.,Advanced,2 hr 30 min one way,2935.69,4,1,one_way,0,2.5,2.94 kilometer
507,175.4860592,-40.85675301,Mitre Flats Track,,The Barra Track follows the Waingawa River to Mitre Flats and Mitre Flats Hut.,Advanced,8 - 9 hr return,8045.1,4,1,return,0,9,8.05 kilometer
508,172.705294,-41.20338171,Mount Arthur summit,,Climb to the top of Mt Arthur (1795 m) for panoramic views.,Expert,3 hr 30 min - 4 hr 30 min one way,7876.35,5,1,one_way,0,4.5,7.88 kilometer
509,173.963922,-35.21883242,Kororipo Pā Historic Walk,,"Walk in the footsteps of chief Hongi Hika and early missionaries to Kororipo Pā – this short, easy walk is suitable for children.",Easy,20 min,851.96,2,1,one_way,0,0.33,851.96 meter
510,175.13364,-37.975785,Wharauroa and Mahaukura Lookouts,,Climb up to one of the best views from Mount Pirongia of Hamilton and Te Awamutu.,Advanced,2 - 3 hr | 2 hr one way,7085.18,4,1,one_way,0,3,7.09 kilometer
511,175.4995263,-39.3314996,Ohakune area tramping tracks,,Lake Surprise and Old Blyth tramping tracks are 5 hour return hikes you can enjoy in the Ohakune area.,Advanced,4 or 5 hr return,9926.52,4,1,return,0,5,9.93 kilometer
512,175.1383506,-40.91728474,Kapakapanui Track,,The open summit of Kapakapanui is one of the best viewpoints in the Tararua Range.,Advanced,6-8 hr,10095.86,4,1,one_way,0,8,10.1 kilometer
513,176.4644729,-38.17705883,Tarawera Outlet to Humphries Bay,,This area was extensively altered by the 1886 Tarawera eruption and the landscape is being slowly regenerated by native plant species.,Advanced,3 hr,7395.49,4,1,one_way,0,3,7.4 kilometer
514,174.1668331,-35.2318329,Motuarohia (Roberton) Island Track,,Climb to the centre of the island for spectacular 360-degree views of the surrounding Bay of Islands.,Easy,15 min,310.08,2,1,one_way,0,0.33,310.09 meter
515,172.6565375,-41.10695497,Sylvester Hut Track,,Walk up to Sylvester Hut as day walk or overnight tramp with children - enjoy great views from the hut and explore a series of lakes on the open tops behind the hut.,Easy,2 hr one way,6840.04,2,1,one_way,0,2,6.85 kilometer
516,167.5749756,-45.45147182,Kepler Track,,Vast tussock-covered ridgelines and spectacular alpine vistas contrast with peaceful lakeside and valley beech forest in this wilderness adventure.,Intermediate,3-4 days,60211.45,3,1,one_way,3,72,60.22 kilometer
517,169.8122194,-44.02985055,Huxley valley tracks,,The Huxley valley branches off Hopkins valley in Ruataniwha Conservation Park. ,Advanced,Up to 9 hr one way,27068.1,4,1,one_way,0,9,27.07 kilometer
518,174.13607,-35.88250511,Horokaka Track,,Horokaka Track is a challenging track that includes strenuous climbing. The track leads up to an old logging road and then follows the ridge to the Horokaka Transmitter.,Advanced,3 hr 45 min one way,4562.35,4,1,one_way,0,3.75,4.57 kilometer
519,175.3937072,-36.18233368,Kaiaraara Track to Mt Hobson (Hirakimata),,"Walk to the remains of the old kauri dam, and up to the summit of Mt Hobson (Hirakimata) for a 360-degree panorama.",Easy,3 - 3 hr 30 min one way,4608.75,2,1,one_way,0,3.5,4.61 kilometer
520,173.7217323,-35.02298204,Wairakau Stream Track,,This track is for experienced trampers. It first climbs over a saddle to an old farm road and then descends through regenerating forest to Wairakau Stream. It ends at Lane Cove Hut.,Intermediate,2 hr,5277.16,3,1,one_way,0,2,5.28 kilometer
521,174.0917839,-39.27889993,Maketawa Hut Circuit,,This circuit offers fantastic views of Mt Taranaki from the Maketawa Hut - it can be enjoyed as a half day tramp but is also a good overnight tramp for families with children and new trampers.,Advanced,3 hr return,6748.89,4,1,return,0,3,6.75 kilometer
522,169.599108,-44.775114,Lindis Valley tracks,,"A range of tracks for walkers and mountain bikers alike, in an attractive, upland valley. Easily accessed off SH8 between Tarras and Omarama.",Advanced,3 - 15 hr return,55576.36,4,1,return,1,24,55.58 kilometer
523,174.8661365,-41.25948258,Matiu/Somes Island gun emplacements track,,"Walk to the top of Matiu/Somes Island, to see gun emplacements built during World War II and enjoy 360 degree views. ",Easy,30 min return,368.78,2,1,return,0,0.5,368.78 meter
524,175.289284,-40.843958,Waitewaewae Hut Track,,"The track to Waitewaewae Hut crosses a terrace above the Otaki River, before entering the bush to follow an old tramway and criss-cross several creeks.",Advanced,5 - 7 hr one way,5406.87,4,1,one_way,0,7,5.41 kilometer
525,167.6838923,-45.46797012,Kepler Track, Carpark to Rainbow Reach,"A pleasant walking track alongside the river through beech forest, along part of the Kepler Track (Great Walk) near Te Anau.",Intermediate,2.5 hr one way,9613.08,3,1,one_way,0,2.5,9.62 kilometer
526,175.8214401,-39.15157677,Kaimanawa Road short walks,,Two family friendly short walks starting from Urchin Campsite at the end of Kaimanawa Road.,Easy,20 min | 30 min,2280.08,2,1,one_way,0,0.5,2.29 kilometer
527,176.0990427,-39.70015898,Ruahine Corner to Rangitane Road,,An excellent but strenuous trip in the remote north western Ruahine Forest Park renowned for its scenery and ecological values. Fly in by helicopter and walk out.,Advanced,4 days,18119.67,4,1,one_way,3,72,18.12 kilometer
528,173.8609415,-42.21528362,Okiwi Bay Lookout Walk,,Enjoy views of the Kaikoura coastline.,Easy,10 min one way,570.6,2,1,one_way,0,0.17,570.61 meter
529,173.7170601,-35.20064991,Mangahorehore Track,,"This tramping track has some steep sections, but the wildlife and vegetation makes the effort worthwhile.",Advanced,2.5 hr,4525.19,4,1,one_way,0,2.5,4.53 kilometer
530,177.4613414,-38.15785525,Pakihi Track,,The Pakihi Track is a stunning 20 km journey through lush Eastland forest. ,Intermediate,6 - 7 hr,18298.43,3,1,one_way,0,7,18.3 kilometer
531,175.0618853,-37.29329927,Whangamarino Historic Walk,,This short walk takes in the Whangamarino Redoubt and Te Teoteo's Pā - two key sites of conflict during the Waikato War of 1863-64.,Easiest,25 min,878.07,1,1,one_way,0,0.33,878.08 meter
532,175.8570557,-37.63195699,Eliza Mine Loop Track,,Evidence of the past can be savoured today as trampers walk through the Eliza Mine Loop Track.,Advanced,4 - 5 hr,4720.03,4,1,one_way,0,5,4.73 kilometer
533,171.2729818,-42.85870169,Arahura & Styx valleys tracks,,The Arahura and Styx valleys are popular areas for tramping and hunting. The main access in both valleys is via benched formations constructed during the early gold mining days.,Advanced,2 - 4 days,42031.78,4,1,one_way,2,48,42.04 kilometer
534,170.9620003,-44.62651421,Hook Bush Route,,Enjoy expansive views out across the Canterbury Plain along an marked route up into The Hunters Hills. ,Expert,1 hr one way,2102.55,5,1,one_way,0,1,2.11 kilometer
535,175.9982059,-39.02072115,Kiko Loop Track,,This short loop track is a great way for walkers and mountain bikers to experience the variety of nature in the Kaimanawa Forest Park.,Easy,1 hr - 1 hr 30 min,3421.54,2,1,one_way,0,1.5,3.43 kilometer
536,171.5589938,-42.92143446,Arthur’s Pass Walking Track ,,"Experience the best of Arthur’s Pass's diverse alpine vegetation, waterfalls, wetlands, rich history and stunning mountain views on this walk.",Easy,2 h 40 min,3584.23,2,1,one_way,0,2.75,3.59 kilometer
537,167.7856204,-44.81353592,Milford Track,,"Experience 'the finest walk in the world' as you retrace the steps of early explorers on the world-renowed Milford Track. Take a journey along valleys carved by glaciers, wander through ancient rainforests and admire cascading waterfalls. ",Intermediate,4 days,53855.51,3,1,one_way,3,72,53.86 kilometer
538,173.5643664,-35.65677173,Lookout Track,,This short walk leads to an historic fire tower with views over the forest - it's a great option for kids. ,Advanced,1 hr,1800.78,4,1,one_way,0,1,1.81 kilometer
539,174.1714121,-41.0741186,Antimony Mines Track,,The Antimony Mines Track which leads from Endeavour Inlet past the site of an old mine and on to the Titirangi Road.,Advanced,2 hr,4300.23,4,1,one_way,0,2,4.31 kilometer
540,177.3053539,-38.34394234,Nikau Flat and Kotepato Tracks,,These two scenic tracks offer excellent opportunity for trout fishing and hunting.  The Nikau Flat Track follows alongside the Waioeka River and the Kotepato Track follows alongside the Te Pato Stream.,Advanced,1-2 days,4937.51,4,1,one_way,1,24,4.94 kilometer
541,167.5425042,-45.57469771,Monument Track,,"This is a short but challenging tramping track from Hope Arm in Lake Manapouri up to the summit of The Monument, with great lake views in good weather.",Advanced,1.5 - 2 hr return,847.95,4,1,return,0,2,847.95 meter
542,174.9338176,-38.45765091,Mangaotaki Walk,,Discover towering kahikatea on this short loop walk.,Easy,30 min,993.35,2,1,one_way,0,0.5,993.35 meter
543,177.7965618,-38.9818364,Ridge Track,,A demanding track suitable for fit walkers. The tramp will take you 2 hours and leads between the Nikau Loop and Mangakawa tracks.,Advanced,2 hr,2443.81,4,1,one_way,0,2,2.45 kilometer
544,171.398521,-43.63211637,Mount Somers summit,,Climb to the summit of Mount Somers for 360 degrees views.,Advanced,5 hr one way,5057.79,4,1,one_way,0,5,5.06 kilometer
545,175.880748,-40.24000213,Coppermine Road End tramping tracks,,You can get to Wharite Peak Track and Coppermine Track from Coppermine Road End in  Eastern Ruahine Forest Park.,Advanced,4 or 5 hr return,9924.03,4,1,return,0,5,9.93 kilometer
546,171.4368912,-42.88746611,Harman Pass Route,,"This route takes you from the open east-coast river flats over a rugged, untracked alpine pass into the rainforest of the Taipo River. ",Expert,3 - 4 days,31289.94,5,1,one_way,3,72,31.29 kilometer
547,170.1632266,-43.69802699,Blue Lakes and Tasman Glacier walks,,"View New Zealand's longest glacier, the mighty Haupapa/Tasman Glacier on one of our best short walks.",Easy,1 hr return,1841.24,2,1,return,0,1,1.85 kilometer
548,168.1217481,-46.92840617,Ulva Island/Te Wharawhara walking tracks,,"Visit iconic Ulva Island/Te Wharawhara, the jewel of Rakiura National Park. Sample the delights of this open sanctuary via a series of well-formed tracks catering for all ages and levels of fitness. ","Easiest,Easy",Various: 30 min - 2 hr,4054.49,1,2,one_way,0,2,4.06 kilometer
549,171.3440156,-42.94953921,Three Passes Route,,"This classic summer tramp for experienced backcountry trampers crosses Harman Pass, Whitehorn Pass and Browning Pass/Noti Raureka. It gives the excitement, variety and contrast of a transalpine route.",Expert,4 - 5 days,45151.34,5,1,one_way,4,96,45.16 kilometer
550,176.1420816,-39.93553801,Kashmir Road tramping tracks,,"Kashmir Road climbs far and high into Ruahine Forest Park and provides quick access to the high country. Daphne Hut, Awatere Hut and Longview Hut are all accessible by track from the road.",Advanced,2 days,9220.04,4,1,one_way,2,48,9.23 kilometer
551,174.7842222,-38.92231751,Mount Damper Falls Walk,,"This short walk leads to Mount Damper Falls, one of the highest falls in the North Island. ",Easiest,30 min,739.87,1,1,one_way,0,0.5,739.87 meter
552,167.9656922,-44.93606893,Dore Pass Route,,"This challenging tramping route leads from the Milford Road to Glade House on the Milford Track, via Dore Pass. ",Expert,8 hr,10301.39,5,1,one_way,0,8,10.31 kilometer
553,175.7712024,-37.317907,Maratoto - Golden Cross,,The track from Maratoto to Golden Cross takes you past an old mining area and a regenerating broadleaf/hardwood forest. ,Easy,1 hr 45 min,3432.07,2,1,one_way,0,1.75,3.44 kilometer
554,171.1104832,-42.77312276,Kaniere Water Race Walkway ,,The Kaniere Water Race Walkway provides an opportunity for a pleasant bush walk in an area that is rich in history. ,Easy,3 hr 30 min - 4 hr,9343.51,2,1,one_way,0,4,9.35 kilometer
555,174.9630636,-41.32338931,Clay Ridge Track,,Climb up to Mt McKerrow for a great view of Wellington harbour and the surrounding hills near the top.,Advanced,2 hr 30 min one way,15683.91,4,1,one_way,0,2.5,15.69 kilometer
556,176.077568,-39.9398966,Table Flat - Kashmir Roadend West-East crossing,,"A west east traverse of the Ruahine Forest Park, following the Oroua River valley and over the main Ruahine Range to the Kashmir Roadend.",Advanced,3 days,16551.33,4,1,one_way,3,72,16.56 kilometer
557,174.2859013,-35.76358832,Otaika Valley Walk ,,The Otaika Valley Walk offers you a variety of landscapes including farmland and native forest. ,Easy,2-3 hr one way,4595.58,2,1,one_way,0,3,4.6 kilometer
558,175.8418678,-37.50695743,Waitengaue Track,,Enjoy walking along the former Waitengaue bush tramway on this track that takes you to Waitawheta Hut.,Advanced,4 hr one way,8787.83,4,1,one_way,0,4,8.79 kilometer
559,170.1724691,-43.40765308,Lake Wombat Walk,,"This short, easy walk leads through a lush rimu forest to the idyllic Lake Wombat - it's a good option for children.",Easy,1 hr 30 min,1779.51,2,1,one_way,0,1.5,1.78 kilometer
560,172.8618034,-40.88149487,Rawhiti Cave Track,,"Rawhiti Cave is nationally significant as it has possibly the most diverse and extensive entrance and twilight-zone flora of any cave in New Zealand.
You can walk onto a viewing platform just inside the cave entrance.",Easy,1 hr,1590.88,2,1,one_way,0,1,1.6 kilometer
561,168.4210331,-44.85152524,Mt Judah / Heather Jock Tracks,,"Scheelite mining history, open tussock country and grand views await on these tracks - with the option of staying overnight in the basic Heather Jock Hut. ","Intermediate,Advanced",2 - 3 hr one way | 3 - 4 hr 30 min one way,10064.11,3,2,one_way,0,4.5,10.07 kilometer
562,171.1341583,-42.84288394,Lake Kaniere Walkway,,"Walk or mountain bike along the western shores of Lake Kaniere through lush lakeside forest, passing many picturesque bays and numerous forest streams. ",Easy,4 hr,10076.01,2,1,one_way,0,4,10.08 kilometer
563,168.3894115,-44.77569133,Diamond Creek Track,,The track at Diamond Creek follows the true left bank of the creek to Lake Reid.,Easy,45 min one way,2709.91,2,1,one_way,0,0.83,2.71 kilometer
564,174.9898877,-41.33302225,Big Bend Track,,The Big Bend Track follows the Orongorongo River and connects the Orongorongo Track with the Whakanui Track.,Intermediate,1 hr 30 min one way from Turere Bridge,3105.24,3,1,one_way,0,1.5,3.11 kilometer
565,176.2466755,-37.80015673,Otawa Trig Track,,Enjoy a walk through attractive lowland forest dominated by tawa and rewarewa.,Advanced,4 hours return,15962.12,4,1,return,0,4,15.97 kilometer
566,174.8686103,-38.39478042,Waitanguru Falls Walk,,Enjoy a short walk to a magnificant tiered waterfall.,Easy,15 min return,221.78,2,1,return,0,0.33,221.78 meter
567,173.3711868,-35.5363898,Martins Bay Track,,Walk along open grassy terrances and through low coastal scrub to the shoreline of the inner Hokianga Harbour.,Easiest,5 min one way,253.66,1,1,one_way,0,0.17,253.67 meter
568,175.0594476,-39.2073007,Mangapurua/Kaiwhakauka Track,,The Mangapurua and Kaiwhakauka Tracks are two stages of the Mountains to Sea Cycle Trail. The two tracks have various entry/exit options,Advanced,2 - 3 days,50184.49,4,1,one_way,2,48,50.19 kilometer
569,176.8299482,-39.54858359,Otatara Pā Historic Reserve Walk,,"This short, easy walk through Otatara Pā has archaeological features from one of the largest and most ancient Māori pā sites, as well as commanding views of the coastline - it's a good option for kids.",Easiest,45 min one way,1816.32,1,1,one_way,0,0.83,1.82 kilometer
570,174.5294993,-35.8546474,Smugglers Bay Loop Track,,"With coastal forest, spectacular views and WWII gun emplacements as well - there is plenty to keep kids interested on this short, easy walk.",Easy,1 hr 30 min,4891.67,2,1,one_way,0,1.5,4.9 kilometer
571,174.8989912,-37.90769861,Wairēinga/Bridal Veil Falls  ,,Walk to the top and down to the base of these spectacular 55 m falls. The track is to the top of the falls is suitable for wheelchairs and buggies.,Easiest,10 min | 20 min one way,757.87,1,1,one_way,0,0.33,757.88 meter
572,176.2165185,-38.99388423,Te Iringa Track,,"On this challenging and remote adventure ride, pass through beech forest and enjoy the scenery, streams and wildlife of the Kaimanawa Forest Park. ",Advanced,8 hr return,11895.11,4,1,return,0,8,11.9 kilometer
573,173.4255143,-35.20931934,Mangamuka Tramping Track,,"The Mangamuka Tramping Track takes you through scenic Raetea Forest, a track made for the adventurous at heart. ",Advanced,9-10 hr,18031.48,4,1,one_way,0,10,18.04 kilometer
574,169.0260983,-45.53895851,Piano Flat & Waikaia Forest tramping tracks,,"Waikaia Forest is a large island of beech forest, nestled in the mountain farmlands of northern Southland. Piano Flat, a grassy enclosure at the southern end, provides a picnic area, camping ground and several walking tracks. ",Advanced,Various: 30 min - 7 hr ,14064.62,4,1,one_way,0,7,14.07 kilometer
575,175.8522956,-37.60674382,Tuahu Kauri walking tracks,,These short walks feature kauri trees and are great for children.,Easy,40 - 50 min return,5926.84,2,1,return,0,0.5,5.93 kilometer
576,176.0177115,-39.98599068,Deerford Track to Makiekie Creek,,Walk to picturesque Makiekie Creek for a picnic and a paddle.,Advanced,1 hr 30 min return or 3-4 hr full circuit,4014.43,4,1,return,0,1.5,4.02 kilometer
577,175.446205,-40.90177,Holdsworth roadend to Powell Hut/Mount Holdsworth,,This tramp follows the Mount Holdsworth Track to Powell Hut. From the rocky outcrop below the hut you get a view of High Ridge and Totara Flats far below.,Intermediate,"Powell Hut: 5 – 6 hr, Mount Holdsworth: 7 – 8 hr",10399.5,3,1,one_way,0,8,10.4 kilometer
578,173.959855,-39.15424099,Kaitake Range walking tracks,,The Kaitake Range is remarkably different from the rest of Egmont National Park with its variety of warmth-loving semi-coastal forest. ,Easy,Various times under 5 hr,7073.55,2,1,one_way,0,5,7.08 kilometer
579,170.2504983,-45.84463838,Outram Glen to Lee Stream Walk,,A very pleasant forested walking track that follows the Taieri River round to the confluence of Lee Stream with the river.,Easy,3 hr,1873.11,2,1,one_way,0,3,1.88 kilometer
580,174.9141637,-36.78243191,Motutapu Walkway,,The Motutapu Walkway takes you from Islington Bay on Rangitoto Island across the causeway to Home Bay and Emu Bay on Motutapu Island. ,Expert,Various: 1 - 1 hr 30 min,8290.62,5,1,one_way,0,1.5,8.3 kilometer
581,169.8567229,-43.65688693,Karangarua and Douglas valleys routes,,"The Karangarua and Douglas valleys offer hunters, trampers and mountaineers many challenging opportunities and rewards within the rugged backcountry environment of Westland Tai Poutini National Park.",Expert,2 days +,34560.65,5,1,one_way,2,48,34.57 kilometer
582,167.3755061,-46.1847714,Hump Ridge Track, Guided walk,"This 3 day guided loop for more experienced walkers, takes you along the south coast of New Zealand up to the subalpine Hump Ridge zone, over historic viaducts in the heart of the native forest. Rest in easy-access, comfortable backcountry lodges.",Intermediate,3 days / 3 nights,45641.03,3,1,one_way,3,72,45.65 kilometer
583,176.1956974,-39.79823037,North Block Road walks,,North Block Road walking tracks include the walk to Triple X Hut and the Swamp Track.,Easiest,1 hr,1637.76,1,1,one_way,0,1,1.64 kilometer
584,175.7799658,-39.80990092,Mangaweka Scenic Reserve Track,,Enjoy great views over the Rangitikei River terraces on this short loop walk that's suitable for children.,Easy,1 hr,1660.46,2,1,one_way,0,1,1.67 kilometer
585,170.9047506,-42.7912584,Mahinapua short walks,,"These short walks pass through dense bush to reach Lake Mahinapua - with a picnic area/campsite at one end, these walks are great for kids.",Easiest,10 min - 30 min,2700.67,1,1,one_way,0,0.5,2.71 kilometer
586,174.7923137,-36.50569392,Motuora Island walks,,"Motuora is a small island with walks of up to two hours. Walk to the northern end of the island or to Still Bay, a perfect place for a picnic.",Easy,1 - 2 hr return,3222.05,2,1,return,0,2,3.23 kilometer
587,174.9727674,-39.2744882,Bridge to Nowhere Walk,,Walk to an abandoned bridge in the heart of the Whanganui National Park.,Easy,1 hr 30 min return,1887.2,2,1,return,0,1.5,1.89 kilometer
588,175.5408265,-37.02612372,Waiomu Kauri Grove Walk,,"A 2-hour return walk allows you to visit one of the Coromandel Peninsula’s finest remaining kauri stands, Waiomu Kauri Grove. ",Easy,2 hr 30 min return,2458.61,2,1,return,0,2.5,2.46 kilometer
589,177.3955648,-38.14926759,Te Waiti Hut Walk,,This track affords views of Te Waiti Stream and lowland forest and is suitable for a family day trip. ,Advanced,2 hr one way,6236.24,4,1,one_way,0,2,6.24 kilometer
590,167.242204,-46.24270145,South Coast Track,,This track of varying difficulty leads along rugged southern Fiordland coast to Port Craig (easy overnight) and beyond to the more remote Big River (4 days one way). ,"Intermediate,Advanced,Expert","7 hr to Port Craig, 4 days to Big River",57544.15,3,3,one_way,3,72,57.55 kilometer
591,170.870781,-43.04411566,Mikonui Catchment - Dickie Ridge/Upper Tuke River Route ,,The Dickie Ridge/Tuke River Route provides a link to challenging alpine tramping opportunities and gives access to the Waitaha and Whitcombe catchments. ,"Advanced,Expert",2-3 days,13722.51,4,2,one_way,2,48,13.73 kilometer
592,174.9719147,-41.34013975,Mt Matthews,,Fit trampers can climb the tallest peak in the Remutaka range (941m) and the nearest to Wellington.,Advanced,10 hr,11356,4,1,one_way,0,10,11.36 kilometer
593,176.8834351,-39.48193172,Ahuriri Estuary Walking Track,,"View a community of wading birds, fish, mud dwellers and aquatic plant life from the estuary track and boardwalk. Over 70 species of resident and migratory waterbirds use the estuary as a feeding and resting area.",Easy,1 hr,3027.13,2,1,one_way,0,1,3.03 kilometer
594,167.3755061,-46.1847714,Hump Ridge Track,,A 3-day loop with marvellous views from sub-alpine tops and rugged coastline in southern Fiordland. Hut bookings required. ,Intermediate,3 days,45641.03,3,1,one_way,3,72,45.65 kilometer
595,169.7020696,-44.51277656,Dromedary Hill Track ,,It is well worth the effort getting out the car and stretching your legs with a day hike up Dromedary Hill. ,Advanced,6 - 8 hr,4713.89,4,1,one_way,0,8,4.72 kilometer
596,174.2825862,-39.12218737,Everett Park Scenic Reserve walk,,"Large grassed areas on the banks of the Manganui River, makes this a popular picnic and swimming area.",Easiest,15 min one way,544.8,1,1,one_way,0,0.33,544.8 meter
597,168.1739791,-46.97125097,Ocean Beach tracks,,Walk a loop track in Glory Cove Scenic Reserve on Stewart Island/Rakura.,Easiest,1 hr,1640.84,1,1,one_way,0,1,1.65 kilometer
598,171.080694,-43.63308857,Lake Emma to Lake Camp Track,,Walk or mountain bike to an old musterers hut near Lake Emma.,Advanced,3 hr one way,5896.99,4,1,one_way,0,3,5.9 kilometer
